accession,body_site,table_id,version,n_samples,n_taxa,status,ts
MGYS00001279,stool,ERP012549_taxonomy_abundances_v2.0.tsv,2.0,158,343,ok,2026-08-22T20:58:12
MGYS00005742,stool,DRP004306_taxonomy_abundances_SSU_v5.0.tsv,5.0,158,736,ok,2026-08-22T20:58:18
MGYS00006294,respiratory,SRP254143_taxonomy_abundances_SSU_v5.0.tsv,5.0,158,637,ok,2026-08-22T20:58:19
MGYS00006511,respiratory,SRP179511_taxonomy_abundances_SSU_v5.0.tsv,5.0,158,392,ok,2026-08-22T20:58:20
MGYS00001212,stool,SRP076281_taxonomy_abundances_v3.0.tsv,3.0,158,660,ok,2026-08-22T20:59:10
MGYS00000942,urogenital,ERP008640_taxonomy_abundances_v2.0.tsv,2.0,157,208,ok,2026-08-22T20:59:12
MGYS00001252,stool,SRP067761_taxonomy_abundances_v3.0.tsv,3.0,157,368,ok,2026-08-22T20:59:18
MGYS00006396,respiratory,SRP351044_taxonomy_abundances_SSU_v5.0.tsv,5.0,156,646,ok,2026-08-22T20:59:19
MGYS00002430,stool,ERP107085_taxonomy_abundances_SSU_v4.1.tsv,4.1,232,250,ok,2026-08-22T20:59:20
MGYS00001982,stool,ERP104041_taxonomy_abundances_SSU_v4.1.tsv,4.1,110,611,ok,2026-08-22T21:00:11
MGYS00006482,respiratory,SRP109319_taxonomy_abundances_SSU_v5.0.tsv,5.0,152,1785,ok,2026-08-22T21:00:12
MGYS00002174,oral,SRP050141_taxonomy_abundances_SSU_v4.1.tsv,4.1,150,373,ok,2026-08-22T21:00:17
MGYS00006399,stool,SRP359154_taxonomy_abundances_SSU_v5.0.tsv,5.0,149,533,ok,2026-08-22T21:00:18
MGYS00001650,stool,ERP004264_taxonomy_abundances_v3.0.tsv,3.0,148,330,ok,2026-08-22T21:00:19
MGYS00002269,oral,SRP062274_taxonomy_abundances_SSU_v4.1.tsv,4.1,147,559,ok,2026-08-22T21:01:10
MGYS00000322,stool,ERP002469_taxonomy_abundances_v1.0.tsv,1.0,147,212,ok,2026-08-22T21:01:12
MGYS00000583,oral,SRP058922_taxonomy_abundances_v2.0.tsv,2.0,145,267,ok,2026-08-22T21:01:18
MGYS00005573,skin,ERP122783_taxonomy_abundances_SSU_v5.0.tsv,5.0,143,103,ok,2026-08-22T21:01:19
MGYS00005574,skin,,,0,0,no_ssu_table,2026-08-22T21:01:19
MGYS00002267,oral,SRP056328_taxonomy_abundances_SSU_v4.1.tsv,4.1,140,633,ok,2026-08-22T21:02:09
MGYS00006356,respiratory,SRP293286_taxonomy_abundances_SSU_v5.0.tsv,5.0,139,408,ok,2026-08-22T21:02:12
MGYS00006381,respiratory,SRP326288_taxonomy_abundances_SSU_v5.0.tsv,5.0,133,343,ok,2026-08-22T21:02:17
MGYS00002361,oral,,,0,0,download_failed,2026-08-22T21:02:18
MGYS00006786,stool,ERP147955_taxonomy_abundances_SSU_v5.0.tsv,5.0,134,237,ok,2026-08-22T21:03:23
MGYS00006023,stool,SRP350207_taxonomy_abundances_SSU_v5.0.tsv,5.0,131,792,ok,2026-08-22T21:03:24
MGYS00006512,respiratory,SRP180208_taxonomy_abundances_SSU_v5.0.tsv,5.0,130,303,ok,2026-08-22T21:03:25
MGYS00002415,stool,ERP106599_taxonomy_abundances_SSU_v4.1.tsv,4.1,128,255,ok,2026-08-22T21:03:26
MGYS00001256,stool,SRP064888_taxonomy_abundances_v3.0.tsv,3.0,126,184,ok,2026-08-22T21:03:27
MGYS00006274,respiratory,ERP117281_taxonomy_abundances_SSU_v5.0.tsv,5.0,125,341,ok,2026-08-22T21:04:16
MGYS00000467,stool,ERP000108_taxonomy_abundances_v1.0.tsv,1.0,137,142,ok,2026-08-22T21:04:24
MGYS00005378,stool,,,0,0,no_ssu_table,2026-08-22T21:04:25
MGYS00005377,stool,ERP114158_taxonomy_abundances_SSU_v4.1.tsv,4.1,526,144,ok,2026-08-22T21:04:25
MGYS00003575,stool,ERP108138_taxonomy_abundances_SSU_v5.0.tsv,5.0,1340,322,ok,2026-08-22T21:04:27
MGYS00005336,stool,,,0,0,no_ssu_table,2026-08-22T21:05:10
MGYS00005023,stool,ERP109164_taxonomy_abundances_SSU_v5.0.tsv,5.0,122,265,ok,2026-08-22T21:05:15
MGYS00006525,respiratory,SRP213919_taxonomy_abundances_SSU_v5.0.tsv,5.0,122,568,ok,2026-08-22T21:05:24
MGYS00006252,respiratory,ERP014594_taxonomy_abundances_SSU_v5.0.tsv,5.0,122,543,ok,2026-08-22T21:05:25
MGYS00005702,stool,ERP126051_taxonomy_abundances_SSU_v5.0.tsv,5.0,121,168,ok,2026-08-22T21:05:26
MGYS00006460,respiratory,SRP072219_taxonomy_abundances_SSU_v5.0.tsv,5.0,121,536,ok,2026-08-22T21:05:27
MGYS00005090,skin,ERP115944_taxonomy_abundances_SSU_v4.1.tsv,4.1,120,41,ok,2026-08-22T21:06:15
MGYS00003478,stool,ERP108251_taxonomy_abundances_SSU_v4.1.tsv,4.1,120,204,ok,2026-08-22T21:06:23
MGYS00006144,stool,ERP141414_taxonomy_abundances_SSU_v5.0.tsv,5.0,120,237,ok,2026-08-22T21:06:24
MGYS00001168,urogenital,ERP005184_taxonomy_abundances_v3.0.tsv,3.0,120,274,ok,2026-08-22T21:06:26
MGYS00006255,respiratory,ERP020410_taxonomy_abundances_SSU_v5.0.tsv,5.0,119,601,ok,2026-08-22T21:06:27
MGYS00001250,stool,SRP067522_taxonomy_abundances_v3.0.tsv,3.0,118,276,ok,2026-08-22T21:07:16
MGYS00006469,respiratory,SRP096312_taxonomy_abundances_SSU_v5.0.tsv,5.0,118,552,ok,2026-08-22T21:07:24
MGYS00006257,respiratory,ERP051557_taxonomy_abundances_SSU_v5.0.tsv,5.0,113,642,ok,2026-08-22T21:07:24
MGYS00006367,respiratory,SRP044029_taxonomy_abundances_SSU_v5.0.tsv,5.0,100,357,ok,2026-08-22T21:07:25
MGYS00002349,respiratory,ERP108338_taxonomy_abundances_SSU_v4.1.tsv,4.1,118,799,ok,2026-08-22T21:07:26
MGYS00006484,respiratory,SRP076183_taxonomy_abundances_SSU_v5.0.tsv,5.0,116,266,ok,2026-08-22T21:08:16
MGYS00006769,stool,ERP147945_taxonomy_abundances_SSU_v5.0.tsv,5.0,116,282,ok,2026-08-22T21:08:23
MGYS00002275,oral,SRP106767_taxonomy_abundances_SSU_v4.1.tsv,4.1,117,448,ok,2026-08-22T21:08:25
MGYS00005130,stool,ERP112853_taxonomy_abundances_SSU_v4.1.tsv,4.1,115,2028,ok,2026-08-22T21:08:25
MGYS00006518,respiratory,SRP200040_taxonomy_abundances_SSU_v5.0.tsv,5.0,113,326,ok,2026-08-22T21:08:26
MGYS00001190,stool,SRP073722_taxonomy_abundances_v3.0.tsv,3.0,112,553,ok,2026-08-22T21:09:16
MGYS00001886,stool,ERP015692_taxonomy_abundances_v3.0.tsv,3.0,111,411,ok,2026-08-22T21:09:24
MGYS00002238,oral,SRP097646_taxonomy_abundances_SSU_v5.0.tsv,5.0,111,674,ok,2026-08-22T21:09:25
MGYS00006032,respiratory,ERP135873_taxonomy_abundances_SSU_v5.0.tsv,5.0,111,807,ok,2026-08-22T21:09:25
MGYS00002081,stool,ERP105282_taxonomy_abundances_SSU_v4.0.tsv,4.0,85,1545,ok,2026-08-22T21:09:26
MGYS00002417,stool,ERP106618_taxonomy_abundances_SSU_v4.1.tsv,4.1,544,259,ok,2026-08-22T21:10:15
MGYS00005399,stool,ERP116584_taxonomy_abundances_SSU_v4.1.tsv,4.1,110,217,ok,2026-08-22T21:10:24
MGYS00006083,respiratory,,,0,0,download_failed,2026-08-22T21:10:25
MGYS00005400,stool,,,0,0,no_ssu_table,2026-08-22T21:11:17
MGYS00005135,skin,ERP005151_taxonomy_abundances_SSU_v4.1.tsv,4.1,109,1250,ok,2026-08-22T21:11:17
MGYS00006789,stool,ERP148573_taxonomy_abundances_SSU_v5.0.tsv,5.0,108,300,ok,2026-08-22T21:11:23
MGYS00006567,skin,ERP139818_taxonomy_abundances_SSU_v5.0.tsv,5.0,108,252,ok,2026-08-22T21:11:25
MGYS00006787,stool,ERP160127_taxonomy_abundances_SSU_v5.0.tsv,5.0,108,278,ok,2026-08-22T21:11:26
MGYS00006496,respiratory,SRP122946_taxonomy_abundances_SSU_v5.0.tsv,5.0,106,1138,ok,2026-08-22T21:11:32
MGYS00006016,stool,SRP307447_taxonomy_abundances_SSU_v5.0.tsv,5.0,106,782,ok,2026-08-22T21:12:17
MGYS00005037,skin,SRP056821_taxonomy_abundances_SSU_v4.1.tsv,4.1,106,2586,ok,2026-08-22T21:12:23
MGYS00002207,stool,ERP106702_taxonomy_abundances_SSU_v4.1.tsv,4.1,104,1097,ok,2026-08-22T21:12:24
MGYS00003441,stool,SRP125313_taxonomy_abundances_SSU_v4.1.tsv,4.1,102,1374,ok,2026-08-22T21:12:25
MGYS00002233,oral,SRP112540_taxonomy_abundances_SSU_v4.1.tsv,4.1,103,2407,ok,2026-08-22T21:12:32
MGYS00006391,respiratory,SRP342537_taxonomy_abundances_SSU_v5.0.tsv,5.0,97,219,ok,2026-08-22T21:13:17
MGYS00006347,respiratory,SRP273063_taxonomy_abundances_SSU_v5.0.tsv,5.0,103,1013,ok,2026-08-22T21:13:23
MGYS00003511,stool,ERP108955_taxonomy_abundances_SSU_v5.0.tsv,5.0,102,253,ok,2026-08-22T21:13:24
MGYS00006559,stool,SRP331280_taxonomy_abundances_SSU_v5.0.tsv,5.0,102,479,ok,2026-08-22T21:13:25
MGYS00006502,respiratory,SRP136124_taxonomy_abundances_SSU_v5.0.tsv,5.0,102,446,ok,2026-08-22T21:13:31
MGYS00006790,respiratory,ERP115080_taxonomy_abundances_SSU_v5.0.tsv,5.0,103,602,ok,2026-08-22T21:14:18
MGYS00005341,stool,,,0,0,no_ssu_table,2026-08-22T21:14:24
MGYS00002224,oral,SRP077982_taxonomy_abundances_SSU_v4.1.tsv,4.1,101,1429,ok,2026-08-22T21:14:24
MGYS00006351,stool,SRP285044_taxonomy_abundances_SSU_v5.0.tsv,5.0,101,504,ok,2026-08-22T21:14:26
MGYS00005098,skin,SRP133226_taxonomy_abundances_SSU_v4.1.tsv,4.1,101,1966,ok,2026-08-22T21:14:27
MGYS00006447,respiratory,SRP389751_taxonomy_abundances_SSU_v5.0.tsv,5.0,100,577,ok,2026-08-22T21:15:09
MGYS00006224,stool,ERP137596_taxonomy_abundances_SSU_v5.0.tsv,5.0,99,294,ok,2026-08-22T21:15:24
MGYS00002229,oral,SRP051201_taxonomy_abundances_SSU_v4.1.tsv,4.1,100,453,ok,2026-08-22T21:15:25
MGYS00005591,stool,ERP122744_taxonomy_abundances_SSU_v5.0.tsv,5.0,100,788,ok,2026-08-22T21:15:26
MGYS00006076,stool,ERP140519_taxonomy_abundances_SSU_v5.0.tsv,5.0,100,267,ok,2026-08-22T21:15:27
MGYS00006383,respiratory,SRP331217_taxonomy_abundances_SSU_v5.0.tsv,5.0,100,1358,ok,2026-08-22T21:16:09
MGYS00006811,stool,ERP147961_taxonomy_abundances_SSU_v5.0.tsv,5.0,98,168,ok,2026-08-22T21:16:24
MGYS00006464,respiratory,SRP080867_taxonomy_abundances_SSU_v5.0.tsv,5.0,97,789,ok,2026-08-22T21:16:25
MGYS00002411,stool,ERP106357_taxonomy_abundances_SSU_v4.1.tsv,4.1,97,195,ok,2026-08-22T21:16:26
MGYS00001295,skin,ERP018577_taxonomy_abundances_v3.0.tsv,3.0,96,947,ok,2026-08-22T21:16:28
MGYS00002139,stool,ERP106237_taxonomy_abundances_SSU_v4.1.tsv,4.1,96,547,ok,2026-08-22T21:17:10
MGYS00002210,oral,ERP004294_taxonomy_abundances_SSU_v4.1.tsv,4.1,96,1217,ok,2026-08-22T21:27:06
MGYS00003598,skin,ERP107925_taxonomy_abundances_SSU_v5.0.tsv,5.0,1,17,ok,2026-08-22T21:27:07
MGYS00005358,stool,,,0,0,no_ssu_table,2026-08-22T21:27:08
MGYS00006393,respiratory,SRP346149_taxonomy_abundances_SSU_v5.0.tsv,5.0,93,1217,ok,2026-08-22T21:27:08
MGYS00002148,oral,SRP026653_taxonomy_abundances_SSU_v4.1.tsv,4.1,92,442,ok,2026-08-22T21:27:09
MGYS00002436,stool,ERP106707_taxonomy_abundances_SSU_v4.1.tsv,4.1,92,168,ok,2026-08-22T21:27:10
MGYS00002038,stool,ERP104200_taxonomy_abundances_SSU_v4.1.tsv,4.1,53,156,ok,2026-08-22T21:28:06
MGYS00006276,oral,ERP128187_taxonomy_abundances_SSU_v5.0.tsv,5.0,91,983,ok,2026-08-22T21:28:07
MGYS00002277,oral,SRP119591_taxonomy_abundances_SSU_v4.1.tsv,4.1,89,884,ok,2026-08-22T21:28:09
MGYS00003894,stool,SRP158183_taxonomy_abundances_SSU_v4.1.tsv,4.1,89,1677,ok,2026-08-22T21:28:10
MGYS00006641,oral,ERP127228_taxonomy_abundances_SSU_v5.0.tsv,5.0,88,210,ok,2026-08-22T21:28:11
MGYS00001280,stool,ERP014628_taxonomy_abundances_v2.0.tsv,2.0,88,561,ok,2026-08-22T21:29:06
MGYS00002146,oral,SRP009299_taxonomy_abundances_SSU_v4.1.tsv,4.1,178,930,ok,2026-08-22T21:29:07
MGYS00002138,stool,ERP106248_taxonomy_abundances_SSU_v4.1.tsv,4.1,86,1152,ok,2026-08-22T21:29:08
MGYS00006453,stool,SRP361980_taxonomy_abundances_SSU_v5.0.tsv,5.0,86,935,ok,2026-08-22T21:29:09
MGYS00006805,stool,ERP148499_taxonomy_abundances_SSU_v5.0.tsv,5.0,86,276,ok,2026-08-22T21:29:10
